"numforgame","rowforgame","rowforextra","inning","away","home","rem_type","base1","base2","base3","id","Player","direction","result","out","follow.up","special","log"
177,6,1,"1上","兄弟(1)","(0)義大",17,"耐克",NA,"張志豪","",".彭政閔","右","犧牲短打","一出局",0,"warning","4.1B彭政閔:右外野飛球形成犧牲打，送回三壘跑者，二出局兄弟(1):(0)義大一壘跑者趁暴投跑上二壘"
177,32,1,"4上","兄弟(1)","(0)義大",4,"耐克",NA,NA,"第四棒","彭政閔","","三振","零出局",0,"","2.第四棒1B彭政閔:遭到三振，一出局"
177,54,1,"6上","兄弟(2)","(1)義大",18,"耐克",NA,"張正偉","第四棒","彭政閔","左","穿越安打穿越安打","二出局",0,"warning","5.第四棒1B彭政閔:游擊穿越安打，三壘跑者得分，帶有一分打點，一二壘有人兄弟(2):(1)義大"
177,81,1,"8上","兄弟(2)","(3)義大",17,"張志豪",NA,"張正偉","第四棒","彭政閔","","三振","一出局",0,"","4.第四棒1B彭政閔:遭到三振，二出局"
179,16,1,"2上","兄弟(0)","(1)義大",1,NA,NA,NA,"第四棒","彭政閔","右","接殺","零出局",0,"","1.第四棒DH彭政閔:中右外野飛球遭到接殺，一出局"
179,39,1,"4上","兄弟(0)","(1)義大",2,NA,NA,NA,"第四棒","彭政閔","內","刺殺","一出局",0,"","2.第四棒DH彭政閔:三壘滾地遭到刺殺，二出局"
179,68,1,"7上","兄弟(0)","(1)義大",1,NA,NA,NA,"第四棒","彭政閔","左","","零出局",0,"","1.第四棒DH彭政閔:中左外野方向安打上一壘"
179,86,1,"8上","兄弟(1)","(1)義大",6,"耐克",NA,NA,"第四棒","彭政閔","","穿越安打穿越安打","二出局",1,"warning","5.第四棒DH彭政閔:一壘方向穿越安打，一二壘有人二壘更換代跑為簡富智"
182,12,1,"1下","桃猿(0)","(1)兄弟",12,NA,NA,"張志豪","第四棒","彭政閔","","保送","二出局",0,"","4.第四棒1B彭政閔:獲得四壞球保送"
182,13,1,"1下","桃猿(0)","(1)兄弟",18,"彭政閔",NA,"張志豪","第五棒","周思齊","中","穿越安打穿越安打觸殺","二出局",0,"warning","5.第五棒LF周思齊:中間方向穿越安打，彭政閔上三壘遭到觸殺，三出局"
182,41,1,"4下","桃猿(0)","(1)兄弟",2,NA,NA,NA,"第四棒","彭政閔","","接殺","一出局",0,"","2.第四棒1B彭政閔:二壘方向小飛球遭到接殺，二出局"
182,65,1,"6下","桃猿(0)","(1)兄弟",15,"耐克","張正偉",NA,"第四棒","彭政閔","內","雙殺","二出局",0,"","4.第四棒1B彭政閔:三壘方向滾地球形成雙殺，三出局"
182,102,1,"9下","桃猿(1)","(1)兄弟",1,NA,NA,NA,"第四棒","彭政閔","中","接殺","零出局",0,"","1.第四棒1B彭政閔:中外野飛球遭到接殺，一出局"
182,127,1,"11下","桃猿(1)","(1)兄弟",2,NA,NA,NA,"第四棒","彭政閔","中","穿越安打穿越安打","一出局",0,"","2.第四棒1B彭政閔:中間方向穿越安打，一壘有人"
184,20,1,"2下","桃猿(1)","(0)兄弟",1,NA,NA,NA,"第四棒","彭政閔","","三振","零出局",0,"","1.第四棒1B彭政閔:遭到三振，一出局"
184,42,1,"4下","桃猿(1)","(0)兄弟",3,NA,NA,NA,"第四棒","彭政閔","右","接殺","二出局",0,"","3.第四棒1B彭政閔:右外野飛球遭到接殺，三出局"
184,68,1,"6下","桃猿(2)","(1)兄弟",6,"耐克",NA,NA,"第四棒","彭政閔","","三振","二出局",0,"","4.第四棒1B彭政閔:遭到三振，三出局"
184,97,1,"9下","桃猿(2)","(1)兄弟",13,"耐克","張志豪",NA,"第四棒","彭政閔","","觸擊","零出局",0,"","3.第四棒1B彭政閔:觸擊成功，二三壘有人，一出局"
186,11,1,"1下","義大(0)","(4)兄弟",6,"張志豪",NA,NA,"第四棒","彭政閔","中","穿越安打穿越安打","二出局",0,"","4.第四棒1B彭政閔:中間方向穿越安打，一二壘有人"
186,38,1,"3下","義大(2)","(4)兄弟",4,"耐克",NA,NA,"第四棒","彭政閔","左","穿越安打穿越安打","零出局",2,"","2.第四棒1B彭政閔:三游間穿越安打，一二壘有人"
186,57,1,"4下","義大(2)","(8)兄弟",7,NA,"耐克",NA,"第四棒","彭政閔","內","接殺","零出局",2,"","4.第四棒1B彭政閔:二壘方向平飛球遭到接殺，一出局"
186,78,1,"5下","義大(2)","(12)兄弟",9,NA,"張志豪",NA,"第四棒","彭政閔","中","中外野安打失誤","二出局",0,"warning","5.第四棒1B彭政閔:中外野安打，加上CF失誤，二壘有人"
188,11,1,"1下","義大(1)","(0)兄弟",14,"張志豪","張正偉",NA,"第四棒","彭政閔","","三振","一出局",0,"","4.第四棒1B彭政閔:遭到三振，二出局"
188,42,1,"3下","義大(5)","(0)兄弟",5,"耐克",NA,NA,"第四棒","彭政閔","左","封殺","一出局",0,"warning","3.第四棒1B彭政閔:游擊方向滾地球封殺往二壘跑者，一壘有人，二出局"
188,61,1,"5下","義大(5)","(0)兄弟",14,"耐克","張志豪",NA,"第四棒","彭政閔","中","穿越安打穿越安打","一出局",5,"","4.第四棒1B彭政閔:中間方向穿越安打，帶有一分打點，一二壘有人"
188,83,1,"6下","義大(7)","(5)兄弟",3,NA,NA,NA,"第四棒","彭政閔","左","刺殺","二出局",0,"","3.第四棒1B彭政閔:游擊方向滾地球遭到刺殺，三出局"
188,113,1,"9下","義大(7)","(5)兄弟",1,NA,NA,NA,"第四棒","彭政閔","中","穿越安打穿越安打","零出局",0,"","1.第四棒1B彭政閔:中間方向穿越安打，一壘有人"
190,22,1,"2下","義大(2)","(0)兄弟",1,NA,NA,NA,"第四棒","彭政閔","左","刺殺","零出局",0,"","1.第四棒1B彭政閔:游擊方向滾地球遭到刺殺，一出局"
190,46,1,"4下","義大(3)","(0)兄弟",6,"張正偉",NA,NA,"第四棒","彭政閔","","三振","二出局",0,"","4.第四棒1B彭政閔:遭到三振，三出局"
190,76,1,"7下","義大(4)","(1)兄弟",2,NA,NA,NA,"第四棒","彭政閔","中","穿越安打穿越安打","一出局",0,"","2.第四棒1B彭政閔:中間方向穿越安打，一壘有人"
190,108,1,"9下","義大(6)","(3)兄弟",1,NA,NA,NA,"第四棒","彭政閔","","保送","零出局",0,"","1.第四棒1B彭政閔:獲得四壞球保送，一壘有人"
190,112,1,"9下","義大(6)","(3)兄弟",3,NA,NA,NA,"","","","","二出局",0,"warning","彭政閔靠野手選擇進壘，二壘有人"
192,5,1,"1上","兄弟(1)","(0)統一",9,NA,"陳子豪",NA,"第四棒","彭政閔","左","","二出局",0,"","4.第四棒彭政閔1B:左外野滾地安打，帶有一分打點，攻佔一壘"
192,29,1,"3上","兄弟(1)","(1)統一",6,"張志豪",NA,NA,"第四棒","彭政閔","","保送","二出局",0,"","4.第四棒彭政閔1B:四壞球保送攻佔一二壘"
192,60,1,"6上","兄弟(1)","(1)統一",1,NA,NA,NA,"第四棒","彭政閔","內","刺殺","零出局",0,"","1.第四棒彭政閔1B:三壘方向滾地球刺殺，一出局"
192,87,1,"8上","兄弟(1)","(2)統一",3,NA,NA,NA,"第四棒","彭政閔","內","刺殺","二出局",0,"","3.第四棒彭政閔1B:三壘方向滾地球刺殺，三出局"
194,6,1,"1上","兄弟(2)","(0)統一",10,NA,NA,"張志豪","第四棒","彭政閔","","三振","零出局",1,"","4.第四棒彭政閔:三振，一出局"
194,25,1,"2上","兄弟(5)","(3)統一",15,"張志豪","王勝偉",NA,"第四棒","彭政閔","內","刺殺封殺","二出局",0,"warning","5.第四棒彭政閔:內野滾地球，2B接到傳向一壘刺殺打者，三出局兄弟(5):(3)統一"
194,52,1,"5上","兄弟(6)","(3)統一",1,NA,NA,NA,"第四棒","彭政閔","內","刺殺封殺","零出局",0,"","1.第四棒彭政閔:內野滾地球，SS接到傳向一壘刺殺打者，一出局"
194,70,1,"6上","兄弟(9)","(5)統一",6,"張志豪",NA,NA,"第四棒","彭政閔","","保送","二出局",3,"","7.第四棒彭政閔:四壞球保送"
195,6,1,"1上","兄弟(0)","(0)桃猿",6,"張正偉",NA,NA,"第四棒","彭政閔","右","接殺","二出局",0,"warning","4.第四棒彭政閔:擊出飛球遭到RF接殺，三出局兄弟(0):(0)桃猿"
195,38,1,"4上","兄弟(1)","(2)桃猿",1,NA,NA,NA,"第四棒","彭政閔","左","一壘安打","零出局",0,"","1.第四棒彭政閔:左外野一壘安打"
195,60,1,"6上","兄弟(1)","(4)桃猿",5,"王勝偉",NA,NA,"第四棒","彭政閔","","保送","一出局",2,"","3.第四棒彭政閔:四壞球保送，跑者分佔一、二壘"
195,76,1,"7上","兄弟(5)","(4)桃猿",9,NA,"陳江和",NA,"第四棒","彭政閔","","保送","二出局",0,"warning","5.第四棒彭政閔:四壞球保送雙盜壘，原三壘跑者王勝偉回到本壘得分、彭政閔上到二壘兄弟(5):(4)桃猿"
195,101,1,"9上","兄弟(5)","(6)桃猿",2,NA,NA,NA,"第四棒","彭政閔","","三振","一出局",0,"","2.第四棒彭政閔:三振，二出局"
197,6,1,"1上","兄弟(2)","(0)桃猿",14,"王勝偉","張正偉",NA,"第四棒","彭政閔","左","一壘安打","一出局",0,"warning","4.第四棒彭政閔:左外野一壘安打，帶有2分打點兄弟(2):(0)桃猿"
197,37,1,"4上","兄弟(2)","(3)桃猿",1,NA,NA,NA,"第四棒","彭政閔","","三振","零出局",0,"","1.第四棒彭政閔:三振，一出局"
197,58,1,"6上","兄弟(2)","(5)桃猿",7,NA,"張志豪",NA,"第四棒","彭政閔","右","一壘安打","零出局",2,"","2.第四棒彭政閔:右外野一壘安打，跑者分佔一、三壘"
197,85,1,"8上","兄弟(4)","(9)桃猿",1,NA,NA,NA,"第四棒","彭政閔","內","刺殺封殺","零出局",0,"","1.第四棒彭政閔:內野滾地球，SS接到傳向一壘刺殺打者，一出局"
199,6,1,"1上","兄弟(1)","(0)桃猿",17,"王勝偉",NA,"張正偉","第四棒","彭政閔","","三振","一出局",0,"","4.第四棒彭政閔:三振，二出局"
199,9,1,"1下","兄弟(1)","(0)桃猿",1,NA,NA,NA,"","","","","零出局",0,"warning","兄弟先發投手:王梓安兄弟更換守備:(1)B黃仕豪、2B陳偉漢、3B陳江和、彭政閔退場"
202,6,1,"1上","兄弟(0)","(0)義大",14,"陳子豪","王勝偉",NA,"第四棒","彭政閔","","保送","一出局",0,"","4.第四棒DH彭政閔:獲得觸身球保送，形成滿壘"
202,28,1,"3上","兄弟(0)","(1)義大",5,"王勝偉",NA,NA,"第四棒","彭政閔","","三振","一出局",0,"","3.第四棒DH彭政閔:遭到三振，二出局"
202,51,1,"5上","兄弟(1)","(1)義大",2,NA,NA,NA,"第四棒","彭政閔","","三振","一出局",0,"","2.第四棒DH彭政閔:遭到三振，二出局"
202,76,1,"7上","兄弟(2)","(2)義大",3,NA,NA,NA,"第四棒","彭政閔","左","","二出局",1,"","3.第四棒DH彭政閔:左外野方向安打上一壘"
204,6,1,"1上","兄弟(0)","(0)義大",6,"張正偉",NA,NA,"第四棒","彭政閔","","接殺","二出局",0,"warning","4.第四棒DH彭政閔:二游間平飛球遭到美技接殺，三出局兄弟(0):(0)義大"
204,29,1,"3上","兄弟(0)","(1)義大",5,"王勝偉",NA,NA,"第四棒","彭政閔","","三振","一出局",0,"","3.第四棒DH彭政閔:遭到三振，二出局"
204,50,1,"5上","兄弟(0)","(3)義大",3,NA,NA,NA,"第四棒","彭政閔","內","刺殺","二出局",0,"warning","3.第四棒DH彭政閔:二壘方向滾地球遭到刺殺，三出局兄弟(0):(3)義大"
204,82,1,"8上","兄弟(0)","(3)義大",4,"簡富智",NA,NA,"第四棒","彭政閔","","三振","零出局",0,"","2.第四棒DH彭政閔:遭到三振，一出局"
205,16,1,"2下","統一(0)","(2)兄弟",1,NA,NA,NA,"第四棒","彭政閔","","保送","零出局",0,"","1.第四棒1B彭政閔:獲得四壞球保送，一壘有人"
205,43,1,"5下","統一(0)","(2)兄弟",1,NA,NA,NA,"第四棒","彭政閔","","三振","零出局",0,"","1.第四棒1B彭政閔:遭到三振，一出局"
205,70,1,"7下","統一(0)","(2)兄弟",7,NA,"張正偉",NA,"第四棒","彭政閔","左","穿越安打穿越安打","零出局",1,"","2.第四棒1B彭政閔:三游間穿越安打，一三壘有人"
205,88,1,"8下","統一(0)","(3)兄弟",22,"張正偉","簡富智","王勝偉","第四棒","彭政閔","中","高飛犧牲打犧牲短打","零出局",6,"warning","4.第四棒1B彭政閔:中外野飛球形成高飛犧牲打，帶有一分打點，一三壘有人，一出局"
207,12,1,"1下","統一(1)","(0)兄弟",9,NA,"王勝偉",NA,"第四棒","彭政閔","","保送","二出局",0,"","4.第四棒1B彭政閔:獲得四壞球保送，一三壘有人"
207,45,1,"3下","統一(5)","(2)兄弟",3,NA,NA,NA,"第四棒","彭政閔","中","中外野安打","二出局",0,"","3.第四棒1B彭政閔:中外野安打，一壘有人"
207,64,1,"5下","統一(5)","(2)兄弟",2,NA,NA,NA,"第四棒","彭政閔","中","穿越安打穿越安打","一出局",0,"","2.第四棒1B彭政閔:中間方向穿越安打，一壘有人"
207,96,1,"7下","統一(9)","(3)兄弟",9,NA,"張正偉",NA,"第四棒","彭政閔","中","接殺","二出局",0,"","4.第四棒1B彭政閔:中外野飛球遭到接殺，三出局"
209,12,1,"1下","統一(1)","(0)兄弟",14,"王勝偉","張正偉",NA,"第四棒","彭政閔","左","刺殺","一出局",0,"warning","4.第四棒1B彭政閔:游擊方向滾地球遭到刺殺，推進壘上跑者，二三壘有人，二出局"
209,32,1,"3下","統一(1)","(0)兄弟",6,"張正偉",NA,NA,"第四棒","彭政閔","","接殺","二出局",0,"","4.第四棒1B彭政閔:二壘後方飛球遭到接殺，三出局"
209,65,1,"6下","統一(2)","(0)兄弟",2,NA,NA,NA,"第四棒","彭政閔","中","接殺","一出局",0,"","2.第四棒1B彭政閔:中外野飛球遭到接殺，二出局"
209,90,1,"8下","統一(2)","(0)兄弟",12,NA,NA,"張志豪","第四棒","彭政閔","中","接殺","二出局",0,"","4.第四棒1B彭政閔:中外野飛球遭到接殺，三出局"
212,12,1,"1下","義大(0)","(2)兄弟",6,"王勝偉",NA,NA,"第四棒","彭政閔","","三振","二出局",0,"","4.第四棒1B彭政閔:遭到三振，三出局"
212,32,1,"3下","義大(0)","(2)兄弟",23,"張志豪","王勝偉","張正偉","第四棒","彭政閔","左","封殺失誤","一出局",0,"warning","5.第四棒1B彭政閔:游擊方向滾地球封殺往二壘跑者，2B傳一壘發生失誤，張正偉、王勝偉回本壘得分，二壘有人，二出局"
212,56,1,"5下","義大(1)","(2)兄弟",14,"張志豪","張正偉",NA,"第四棒","彭政閔","","保送","一出局",1,"","4.第四棒1B彭政閔:獲得故意四壞球保送，形成滿壘"
212,80,1,"7下","義大(1)","(4)兄弟",5,"張志豪",NA,NA,"第四棒","彭政閔","","刺殺","一出局",0,"","2.第四棒1B彭政閔:投手正面滾地球遭到刺殺，二出局"
217,12,1,"2上","兄弟(0)","(0)統一",1,NA,NA,NA,"第四棒","彭政閔","右","接殺","零出局",0,"","1.第四棒彭政閔:擊出飛球遭到RF接殺，一出局"
217,32,1,"4上","兄弟(0)","(0)統一",2,NA,NA,NA,"第四棒","彭政閔","右","一壘安打","一出局",0,"","2.第四棒彭政閔:右外野一壘安打"
217,54,1,"6上","兄弟(1)","(0)統一",13,"張志豪","王勝偉",NA,"第四棒","彭政閔","左","接殺","零出局",1,"","3.第四棒彭政閔:擊出飛球遭到LF接殺，一出局"
217,76,1,"8上","兄弟(3)","(0)統一",1,NA,NA,NA,"第四棒","彭政閔","","刺殺封殺","零出局",0,"","1.第四棒彭政閔:SS接到傳向一壘刺殺打者，一出局"
219,6,1,"1上","兄弟(1)","(0)統一",6,"張正偉",NA,NA,"第四棒","彭政閔","中","穿越安打穿越安打","二出局",6,"","4.第四棒彭政閔:中間方向穿越安打，帶有1分打點"
219,38,1,"4上","兄弟(1)","(4)統一",1,NA,NA,NA,"第四棒","彭政閔","","刺殺封殺","零出局",1,"","1.第四棒彭政閔:(3)B接到傳向一壘刺殺打者，一出局"
219,53,1,"5上","兄弟(2)","(5)統一",3,NA,NA,NA,"第四棒","彭政閔","","三振","二出局",0,"","3.第四棒彭政閔:三振，三出局兄弟(2):(5)統一"
219,81,1,"8上","兄弟(2)","(7)統一",5,"王勝偉",NA,NA,"第四棒","彭政閔","右","一壘安打","一出局",5,"","3.第四棒彭政閔:右外野一壘安打，跑者分佔一、三壘"
219,97,1,"9上","兄弟(7)","(7)統一",6,"王勝偉",NA,NA,"第四棒","彭政閔","左","接殺","二出局",0,"warning","3.第四棒彭政閔:擊出飛球遭到LF接殺，三出局兄弟(7):(7)統一"
219,123,1,"11上","兄弟(7)","(7)統一",15,"張志豪","陳偉漢",NA,"第四棒","彭政閔","","三振","二出局",0,"","5.第四棒彭政閔:三振，三出局兄弟(7):(7)統一"
219,134,1,"12下","兄弟(7)","(7)統一",1,NA,NA,NA,"","","","","零出局",0,"","兄弟更換守備:投手羅國華、1B彭政閔、3B黃仕豪"
221,6,1,"1上","兄弟(0)","(0)桃猿",3,NA,NA,NA,"第四棒","彭政閔","內","刺殺","二出局",0,"warning","4.第四棒彭政閔:內野高彈跳，3B傳一壘刺殺，三出局兄弟(0):(0)桃猿"
221,32,1,"4上","兄弟(0)","(0)桃猿",1,NA,NA,NA,"第四棒","彭政閔","右","接殺","零出局",0,"","1.第四棒彭政閔:外野飛球，RF接殺，一出局"
221,47,1,"5上","兄弟(1)","(0)桃猿",9,NA,"張志豪",NA,"第四棒","彭政閔","","保送","二出局",3,"","5.第四棒彭政閔:四壞球保送"
221,69,1,"7上","兄弟(4)","(1)桃猿",1,NA,NA,NA,"第四棒","彭政閔","中","接殺","零出局",0,"","1.第四棒彭政閔:外野飛球，CF接殺，一出局"
221,94,1,"9上","兄弟(4)","(2)桃猿",14,"張志豪","張正偉",NA,"第四棒","彭政閔","","三振","一出局",0,"","4.第四棒彭政閔:揮棒落空，三振，二出局"
223,6,1,"1上","兄弟(0)","(0)桃猿",12,NA,NA,"張志豪","第四棒","彭政閔","","保送","二出局",0,"","4.第四棒彭政閔:四壞球保送"
223,34,1,"4上","兄弟(0)","(0)桃猿",1,NA,NA,NA,"第四棒","彭政閔","右","接殺","零出局",0,"","1.第四棒彭政閔:擊出飛球遭到RF接殺，一出局"
223,59,1,"6上","兄弟(0)","(0)桃猿",1,NA,NA,NA,"第四棒","彭政閔","","刺殺封殺","零出局",0,"","1.第四棒彭政閔:SS接到傳向一壘刺殺打者，一出局"
223,80,1,"8上","兄弟(0)","(0)桃猿",6,"張志豪",NA,NA,"第四棒","彭政閔","","三振盜壘失敗","二出局",0,"warning","3.第四棒彭政閔:三振，二出局簡富智盜二壘失敗，三出局兄弟(0):(0)桃猿"
226,6,1,"1上","兄弟(0)","(0)義大",3,NA,NA,NA,"第四棒","彭政閔","","保送","二出局",0,"","4.第四棒DH彭政閔:獲得四壞球保送，一二壘有人"
226,26,1,"3上","兄弟(0)","(0)義大",2,NA,NA,NA,"第四棒","彭政閔","中","穿越安打穿越安打","一出局",0,"","2.第四棒DH彭政閔:中間方向穿越安打上一壘"
226,28,1,"3上","兄弟(0)","(0)義大",6,"彭政閔",NA,NA,"第六棒","","","盜壘失敗","二出局",0,"warning","4.第六棒許基宏打擊時，一壘跑者彭政閔盜二壘失敗，三出局兄弟(0):(0)義大"
226,48,1,"5上","兄弟(0)","(0)義大",5,"王勝偉",NA,NA,"第四棒","彭政閔","","三振","一出局",0,"warning","3.第四棒DH彭政閔:遭到三振，二出局一壘跑者王勝偉成功盜上二壘"
226,75,1,"7上","兄弟(0)","(5)義大",6,"張志豪",NA,NA,"第四棒","彭政閔","右","接殺","二出局",0,"warning","4.第四棒DH彭政閔:右外野飛球遭到接殺，三出局兄弟(0):(5)義大"
228,6,1,"1上","兄弟(1)","(0)義大",3,NA,NA,NA,"第四棒","彭政閔","左","穿越安打穿越安打","二出局",0,"warning","4.第四棒1B彭政閔:三游間穿越安打，送回二壘跑者，帶有一分打點，打者上一壘兄弟(1):(0)義大"
228,27,1,"3上","兄弟(1)","(0)義大",3,NA,NA,NA,"第四棒","彭政閔","內","封殺","二出局",0,"warning","4.第四棒1B彭政閔:二壘方向滾地球傳二壘封殺跑者，三出局兄弟(1):(0)義大"
228,50,1,"5上","兄弟(3)","(0)義大",6,"王勝偉",NA,NA,"第四棒","彭政閔","左","穿越安打穿越安打","二出局",0,"warning","5.第四棒1B彭政閔:三游間穿越安打上一壘，隨後成功盜上壘"
228,71,1,"7上","兄弟(3)","(0)義大",3,NA,NA,NA,"第四棒","彭政閔","內","內野安打","二出局",0,"warning","3.第四棒1B彭政閔:三壘方向滾地球形成內野安打，上一壘，隨後靠盜壘上二壘"
230,6,1,"1上","兄弟(1)","(0)義大",3,NA,NA,NA,"第四棒","彭政閔","","保送","二出局",2,"","4.第四棒1B彭政閔:獲得觸身球保送，一二壘有人"
230,27,1,"3上","兄弟(3)","(1)義大",3,NA,NA,NA,"第四棒","彭政閔","","保送","二出局",0,"","3.第四棒1B彭政閔:獲得四壞球保送上一壘"
230,55,1,"6上","兄弟(3)","(2)義大",1,NA,NA,NA,"第四棒","彭政閔","右","接殺","零出局",0,"","1.第四棒1B彭政閔:右外野方向飛球遭到接殺，一出局"
230,80,1,"8上","兄弟(3)","(2)義大",3,NA,NA,NA,"第四棒","彭政閔","內","刺殺封殺雙殺","二出局",0,"warning","4.第四棒1B彭政閔:二壘方向滾地球傳二壘封殺跑者，再傳一壘刺殺打者形成雙殺，三出局兄弟(3):(2)義大"
230,107,1,"10上","兄弟(3)","(3)義大",14,"張志豪","張正偉",NA,"第四棒","彭政閔","","三振投手暴投","一出局",0,"warning","4.第四棒1B彭政閔:遭到三振，二出局投手暴投一壘跑者上二壘二三壘有人"
232,12,1,"1下","統一(0)","(1)兄弟",6,"張正偉",NA,NA,"第四棒","彭政閔","","三振","二出局",0,"","4.第四棒1B彭政閔:遭到三振，三出局"
234,11,1,"1下","統一(0)","(1)兄弟",14,"張志豪","張正偉",NA,"第四棒","彭政閔","左","封殺","一出局",0,"warning","4.第四棒1B彭政閔:游擊方向滾地球封殺往二壘跑者，一三壘有人，二出局"
234,33,1,"3下","統一(0)","(1)兄弟",3,NA,NA,NA,"第四棒","彭政閔","左","左外野安打","二出局",1,"","3.第四棒1B彭政閔:左外野安打，一壘有人"
234,34,1,"3下","統一(0)","(1)兄弟",6,"彭政閔",NA,NA,"","","","盜壘","二出局",1,"warning","彭政閔盜壘成功，二壘有人"
234,56,1,"5下","統一(0)","(2)兄弟",1,NA,NA,NA,"第四棒","彭政閔","內","刺殺","零出局",1,"","1.第四棒1B彭政閔:二壘方向滾地球遭到刺殺，一出局"
234,79,1,"7下","統一(0)","(3)兄弟",1,NA,NA,NA,"第四棒","彭政閔","內","刺殺","零出局",0,"","1.第四棒1B彭政閔:二壘方向滾地球遭到刺殺，一出局"
236,18,1,"2下","桃猿(0)","(3)兄弟",1,NA,NA,NA,"第四棒","彭政閔","","三振","零出局",0,"","1.第四棒1B彭政閔:遭到三振，一出局"
236,42,1,"4下","桃猿(0)","(3)兄弟",5,"王勝偉",NA,NA,"第四棒","彭政閔","左","接殺","一出局",0,"","3.第四棒1B彭政閔:游擊方向平飛球遭到接殺，二出局"
236,60,1,"5下","桃猿(0)","(3)兄弟",9,NA,"張志豪",NA,"第四棒","彭政閔","左","穿越安打穿越安打","二出局",1,"","7.第四棒1B彭政閔:三游間穿越安打，帶有一分打點，一壘有人"
236,85,1,"7下","桃猿(0)","(5)兄弟",4,"張志豪",NA,NA,"第四棒","彭政閔","","保送","零出局",3,"","2.第四棒1B彭政閔:獲得四壞球保送，一二壘有人"
238,11,1,"1下","桃猿(0)","(3)兄弟",14,"張志豪","張正偉",NA,"第四棒","彭政閔","左","全壘打","一出局",0,"","4.第四棒1B彭政閔:左外野全壘打，帶有三分打點"
238,31,1,"3下","桃猿(0)","(3)兄弟",4,"張志豪",NA,NA,"第四棒","彭政閔","中","接殺","零出局",0,"","2.第四棒1B彭政閔:中外野飛球遭到接殺，一出局"
238,52,1,"5下","桃猿(0)","(3)兄弟",3,NA,NA,NA,"第四棒","彭政閔","中","接殺","二出局",0,"","3.第四棒1B彭政閔:中外野飛球遭到接殺，三出局"
238,83,1,"8下","桃猿(0)","(3)兄弟",5,"王勝偉",NA,NA,"第四棒","彭政閔","內","刺殺","一出局",0,"warning","3.第四棒1B彭政閔:三壘方向滾地球遭到刺殺，推進壘上跑者，二壘有人，二出局"
240,12,1,"1下","桃猿(0)","(1)兄弟",6,"張志豪",NA,NA,"第四棒","彭政閔","中","中外野安打","二出局",0,"","4.第四棒1B彭政閔:中外野安打，帶有一分打點，一壘有人"
240,13,1,"1下","桃猿(0)","(1)兄弟",6,"彭政閔",NA,NA,"","","","盜壘","二出局",0,"warning","桃猿(0):(1)兄弟彭政閔盜壘成功，二壘有人"
240,34,1,"3下","桃猿(0)","(1)兄弟",6,"張志豪",NA,NA,"第四棒","彭政閔","左","封殺","二出局",0,"","4.第四棒1B彭政閔:游擊方向滾地球封殺往二壘跑者，三出局"
240,64,1,"6下","桃猿(1)","(1)兄弟",2,NA,NA,NA,"第四棒","彭政閔","","三振","一出局",0,"","2.第四棒1B彭政閔:遭到三振，二出局"
240,96,1,"8下","桃猿(3)","(1)兄弟",2,NA,NA,NA,"第四棒","彭政閔","右","二壘安打","一出局",0,"","2.第四棒1B彭政閔:右外野二壘安打，二壘有人"
